Período;Inflación;Dólar Observado;Indice Actividad Minera;Indice Actividad Industria;Indice Actividad Resto de bienes;Indice Activdad Comercio;Indice Actividad Servicios;TPM;M1;M2;M3;Precio Petróleo (USD);Precio Cobre (USD);IPSA (CLP)
01-07-23;0.004;813.397.142.857.143;87.415.444.967.809;9.753.367.857.642;93.233.225.623.666;10.459.819.147.698;11.067.045.934.865;0.11202380952381;549.345.500.616.093;179.554.198.406.064;321.697.156.960.325;81.8;4.008;6394.4
01-08-23;0.001;855.659.545.454.546;88.945.563.954.577;1.007.766.154.648;96.050.649.268.054;10.998.842.799.892;11.882.199.483.822;0.1025;545.386.788.254.302;178.482.252.814.611;323.783.573.476.645;83.63;3.822;6009.28
01-09-23;0.007;884.403.684.210.526;95.558.646.564.389;94.130.003.148.886;95.256.447.705.377;10.375.037.540.627;11.498.677.349.432;0.0961842105263158;548.246.739.672.447;177.092.889.520.251;323.989.066.069.619;90.79;37.375;5833.36
01-10-23;0.004;926.347;92.234.844.621.184;10.402.145.680.213;95.320.259.637.237;10.870.872.410.883;11.916.786.345.296;0.0945;542.395.760.828.927;176.334.647.822.144;325.412.537.690.549;81.02;3.649;5407.5
01-11-23;0.007;886.614.285.714.286;90.909.100.122.889;10.509.237.504.085;10.674.851.086.805;11.070.252.293.797;12.564.083.464.643;0.09;533.428.107.079.772;175.105.370.607.501;324.017.125.803.288;75.96;38.505;5818.51
01-12-23;-0.005;874.665.789.473.684;94.683.395.580.206;10.439.020.086.493;13.454.943.073.708;13.209.990.195.997;11.938.415.064.308;0.0872368421052632;556.153.649.656.789;177.977.557.589.974;32.785.649.209.523;71.65;38.905;6197.77
01-01-24;0.007;907.986.818.181.818;85.256.968.234.264;10.463.189.550.159;12.002.163.654.629;12.928.208.294.496;10.908.291.040.061;0.0825;556.038.930.557.875;1.778.882.779.401;328.815.344.087.082;75.85;3.917;5987.14
01-02-24;0.006;963.442.380.952.381;81.422.888.294.105;10.293.121.631.278;12.114.667.180.361;11.901.602.274.844;10.373.276.798.337;0.0725;550.491.091.045.182;177.617.507.753.137;330.142.875.107.965;78.26;3.847;6449.88
01-03-24;0.004;9.679.325;85.790.531.829.452;10.816.177.610.696;12.342.587.440.485;12.245.632.329.238;12.199.469.219.401;0.0725;546.532.609.490.983;17.838.077.607.742;332.192.800.911.607;83.17;4.025;6647.4
01-04-24;0.005;960.138.181.818.182;77.787.956.613.326;10.798.482.610.906;10.667.721.975.008;11.840.349.346.945;12.301.193.296.199;0.0656818181818182;549.106.345.986.149;178.835.601.744.963;332.774.345.136.042;81.93;4.563;6511.9
01-05-24;0.003;917.877.142.857.143;82.801.800.422.709;1.021.170.388.422;98.543.062.797.881;11.331.365.914.407;12.196.266.891.111;0.0635714285714286;542.481.714.773.802;17.817.622.493.523;33.150.043.307.899;76.99;4.602;6605.52
01-06-24;-0.001;926.081.052.631.579;89.054.988.105.879;95.731.223.095.248;92.162.551.163.202;10.606.556.666.558;11.576.791.634.158;0.0590789473684211;547.025.178.034.123;180.137.895.554.351;335.784.173.717.588;81.54;4.385;6413.88
01-07-24;0.007;937.560.909.090.909;91.409.015.263.908;10.534.727.656.511;92.795.659.111.914;1.094.055.931.363;1.160.840.191.637;0.0575;541.805.859.923.294;180.916.752.544.937;336.086.299.409.799;77.91;41.765;6440.56
01-08-24;0.003;929.895.238.095.238;96.939.360.270.133;10.412.066.930.058;9.326.961.277.861;11.303.961.930.491;12.031.002.744.095;0.0575;533.748.063.492.858;180.949.999.131.269;335.976.123.012.274;73.55;4.167;6459.96
01-09-24;0.001;926.214.444.444.444;96.162.941.629.835;94.500.666.692.023;90.777.008.214.176;10.710.565.730.126;1.169.898.272.978;0.0552777777777778;540.989.767.361.775;180.796.525.062.177;337.140.975.607.423;68.17;4.553;6490.57
01-10-24;0.01;933.812.272.727.273;96.162.948.359.109;10.837.485.352.836;95.646.071.902.361;11.607.686.211.108;12.219.434.616.957;0.0539772727272727;530.691.710.316.408;178.718.985.932.171;333.781.223.057.977;69.26;4.34;6550.32
01-11-24;0.002;971.6;93.552.144.790.696;10.753.969.454.724;111.420.274.378;11.592.831.540.276;12.771.932.816.667;0.0525;53.645.088.160.257;177.827.849.381.083;335.687.794.387.225;68;4.14;6576.6
01-12-24;-0.002;982.296;10.841.866.708.871;11.580.587.477.013;15.401.045.309.167;14.642.924.364.542;12.205.319.277.497;0.0515;558.755.673.764.438;179.649.641.573.566;336.828.689.547.434;71.72;4.007;6710.02
01-01-25;0.011;100.076.363.636.364;84.474.395.545.556;11.130.281.809.391;12.128.836.573.605;14.047.177.483.093;1.105.432.301.423;0.05;555.910.308.216.226;178.241.537.830.242;332.744.010.951.846;72.53;4.279;7199.59
01-02-25;0.004;956.62;7.536.879.079.829;10.466.235.698.105;12.391.519.928.668;12.313.945.676.104;10.425.073.174.501;0.05;547.804.815.070.922;17.759.966.718.925;331.440.423.208.287;69.76;45.275;7332.12
